"jumpDate","athlete","jumpType","flightTime","session"
"2015-11-07","Rocky Mccarty","SJ",0.53,"18"
"2015-11-07","Rocky Mccarty","SJ",0.54,"18"
"2015-11-07","Keandre Johnson","SJ",0.64,"18"
"2015-11-07","Keandre Johnson","SJ",0.63,"18"
"2015-11-07","Scott Lucero","SJ",0.54,"18"
"2015-11-07","Scott Lucero","SJ",0.53,"18"
"2015-11-07","Marzooq al-Fahs","SJ",0.55,"18"
"2015-11-07","Marzooq al-Fahs","SJ",0.54,"18"
"2015-11-07","Muhaajir al-Mirza","SJ",0.61,"18"
"2015-11-07","Muhaajir al-Mirza","SJ",0.62,"18"
"2015-11-07","Andrew Ortiz-Gonzales","SJ",0.6,"18"
"2015-11-07","Andrew Ortiz-Gonzales","SJ",0.59,"18"
"2015-11-07","Taaha el-Qazi","SJ",0.57,"18"
"2015-11-07","Taaha el-Qazi","SJ",0.56,"18"
"2015-11-07","Lawrence Tamayo","SJ",0.59,"18"
"2015-11-07","Lawrence Tamayo","SJ",0.58,"18"
"2015-11-07","Arun Bruckner","SJ",0.56,"18"
"2015-11-07","Arun Bruckner","SJ",0.56,"18"
"2015-11-07","Mori Tani","SJ",0.58,"18"
"2015-11-07","Mori Tani","SJ",0.59,"18"
"2015-11-07","Saleem el-Sham","SJ",0.58,"18"
"2015-11-07","Saleem el-Sham","SJ",0.59,"18"
"2015-11-13","Benjamin Babatunde","SJ",0.61,"19"
"2015-11-13","Benjamin Babatunde","SJ",0.61,"19"
"2015-11-13","Joo Garand","SJ",0.62,"19"
"2015-11-13","Joo Garand","SJ",0.62,"19"
"2015-11-13","Steve Galligan","SJ",0.58,"19"
"2015-11-13","Steve Galligan","SJ",0.59,"19"
"2015-11-13","Kong Meng Hutchinson","SJ",0.57,"19"
"2015-11-13","Kong Meng Hutchinson","SJ",0.58,"19"
"2015-11-13","Brandon Troxel","SJ",0.6,"19"
"2015-11-13","Brandon Troxel","SJ",0.59,"19"
"2015-11-13","Aqeel al-Hossain","SJ",0.59,"19"
"2015-11-13","Aqeel al-Hossain","SJ",0.58,"19"
"2015-11-13","Sahl al-Sader","SJ",0.6,"19"
"2015-11-13","Sahl al-Sader","SJ",0.61,"19"
"2015-11-13","Aiden Jaeger","SJ",0.52,"19"
"2015-11-13","Aiden Jaeger","SJ",0.53,"19"
"2015-11-13","Tony Cha","SJ",0.58,"19"
"2015-11-13","Tony Cha","SJ",0.58,"19"
"2015-11-13","Kevin Querubin","SJ",0.61,"19"
"2015-11-13","Kevin Querubin","SJ",0.62,"19"
"2015-11-13","Kordell Thompson","SJ",0.58,"19"
"2015-11-13","Kordell Thompson","SJ",0.58,"19"
"2015-11-13","Joaquin Martinez","SJ",0.55,"19"
"2015-11-13","Joaquin Martinez","SJ",0.54,"19"
"2015-11-13","Rocky Mccarty","SJ",0.53,"19"
"2015-11-13","Rocky Mccarty","SJ",0.54,"19"
"2015-11-13","Scott Lucero","SJ",0.54,"19"
"2015-11-13","Scott Lucero","SJ",0.55,"19"
"2015-11-13","Marzooq al-Fahs","SJ",0.6,"19"
"2015-11-13","Marzooq al-Fahs","SJ",0.6,"19"
"2015-11-13","Muhaajir al-Mirza","SJ",0.59,"19"
"2015-11-13","Muhaajir al-Mirza","SJ",0.59,"19"
"2015-11-13","Andrew Ortiz-Gonzales","SJ",0.6,"19"
"2015-11-13","Andrew Ortiz-Gonzales","SJ",0.6,"19"
"2015-11-13","Taaha el-Qazi","SJ",0.57,"19"
"2015-11-13","Taaha el-Qazi","SJ",0.57,"19"
"2015-11-13","Lawrence Tamayo","SJ",0.59,"19"
"2015-11-13","Lawrence Tamayo","SJ",0.59,"19"
"2015-11-13","Bishr el-Hamdan","SJ",0.58,"19"
"2015-11-13","Bishr el-Hamdan","SJ",0.59,"19"
"2015-11-13","Arun Bruckner","SJ",0.54,"19"
"2015-11-13","Arun Bruckner","SJ",0.54,"19"
"2015-11-13","Mori Tani","SJ",0.61,"19"
"2015-11-13","Mori Tani","SJ",0.6,"19"
"2015-11-13","Tayyib al-Wahab","SJ",0.59,"19"
"2015-11-13","Tayyib al-Wahab","SJ",0.6,"19"
"2015-11-13","Saleem el-Sham","SJ",0.6,"19"
"2015-11-13","Saleem el-Sham","SJ",0.59,"19"
"2015-11-15","Benjamin Babatunde","SJ",0.6,"20"
"2015-11-15","Benjamin Babatunde","SJ",0.6,"20"
"2015-11-15","Joo Garand","SJ",0.62,"20"
"2015-11-15","Joo Garand","SJ",0.62,"20"
"2015-11-15","Steve Galligan","SJ",0.57,"20"
"2015-11-15","Steve Galligan","SJ",0.56,"20"
"2015-11-15","Kong Meng Hutchinson","SJ",0.58,"20"
"2015-11-15","Kong Meng Hutchinson","SJ",0.58,"20"
"2015-11-15","Brandon Troxel","SJ",0.53,"20"
"2015-11-15","Brandon Troxel","SJ",0.52,"20"
"2015-11-15","Aqeel al-Hossain","SJ",0.58,"20"
"2015-11-15","Aqeel al-Hossain","SJ",0.59,"20"
"2015-11-15","Sahl al-Sader","SJ",0.58,"20"
"2015-11-15","Sahl al-Sader","SJ",0.59,"20"
"2015-11-15","Aiden Jaeger","SJ",0.57,"20"
"2015-11-15","Aiden Jaeger","SJ",0.56,"20"
"2015-11-15","Tony Cha","SJ",0.58,"20"
"2015-11-15","Tony Cha","SJ",0.58,"20"
"2015-11-15","Kevin Querubin","SJ",0.63,"20"
"2015-11-15","Kevin Querubin","SJ",0.63,"20"
"2015-11-15","Kordell Thompson","SJ",0.58,"20"
"2015-11-15","Kordell Thompson","SJ",0.58,"20"
"2015-11-15","Joaquin Martinez","SJ",0.53,"20"
"2015-11-15","Joaquin Martinez","SJ",0.54,"20"
"2015-11-15","Rocky Mccarty","SJ",0.54,"20"
"2015-11-15","Rocky Mccarty","SJ",0.55,"20"
"2015-11-15","Scott Lucero","SJ",0.55,"20"
"2015-11-15","Scott Lucero","SJ",0.56,"20"
"2015-11-15","Muhaajir al-Mirza","SJ",0.61,"20"
"2015-11-15","Muhaajir al-Mirza","SJ",0.6,"20"
"2015-11-15","Andrew Ortiz-Gonzales","SJ",0.58,"20"
"2015-11-15","Andrew Ortiz-Gonzales","SJ",0.59,"20"
"2015-11-15","Taaha el-Qazi","SJ",0.56,"20"
"2015-11-15","Taaha el-Qazi","SJ",0.57,"20"
"2015-11-15","Lawrence Tamayo","SJ",0.56,"20"
"2015-11-15","Lawrence Tamayo","SJ",0.57,"20"
"2015-11-15","Bishr el-Hamdan","SJ",0.58,"20"
"2015-11-15","Bishr el-Hamdan","SJ",0.59,"20"
"2015-11-15","Mori Tani","SJ",0.59,"20"
"2015-11-15","Mori Tani","SJ",0.59,"20"
"2015-11-15","Tayyib al-Wahab","SJ",0.6,"20"
"2015-11-15","Tayyib al-Wahab","SJ",0.61,"20"
"2015-11-15","Saleem el-Sham","SJ",0.6,"20"
"2015-11-15","Saleem el-Sham","SJ",0.61,"20"
